,TRANSTYPE,DOCNUM,CUSTOMER,CUSTNAME,INVNUMBER,INVDATE,TRANSDATE,SALESPER1,ITEM,DESC,PRICELIST,QTYSHIPPED,INVUNIT,UNITPRICE,EXTINVMISC,TAMOUNT1,INVDISC,TBASE1,DPID,SUBCATID,MSOTR,FMTR,RSMTR,PRODUCTID,SUBDISTNAME,MARKETNAME,CUSTYPE,CUSTYPEDESC,CondID,BRAND,PICKINGSEQ,Cause_Of_Return_ID,SHINUMBER,SHIPDATE,TERMS,DAYENDNUM,AUDTORG,MSOGRP,BILEMAILC,INVDISCPER,TRNSFRED,TRNUMBER,FMID,RSMID,IDEN,DATETIME,CIRCULARNO,BATCHID
472,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1755,LIGAZID M 2.5 500MG TAB 30S                                 ,1,3,30s       ,269.87,809.61,46.96,16.19,809.61,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,1.99973,0,3,N/A     ,N/A     ,58174065,16:45.2,,9015
473,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1666,LIPICON 10MG TAB 50S                                        ,1,3,50s       ,374.82,1124.46,65.22,22.49,1124.46,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00007,0,3,N/A     ,N/A     ,58174066,16:45.2,,9010
474,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1704,NOCLOG 75MG TAB 40S                                         ,1,3,40s       ,359.82,1079.46,62.61,21.59,1079.46,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00007,0,3,N/A     ,N/A     ,58174067,16:45.2,,9009
475,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1639,OLMESTA 20MG TAB 30S                                        ,1,2,30s       ,179.91,359.82,31.304,7.2,359.82,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.001,0,3,N/A     ,N/A     ,58174068,16:45.2,,O901
476,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1124,REOMEN 50MG TAB 20S                                         ,1,1,20s       ,149.93,149.93,26.088,3,149.93,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00093,0,3,N/A     ,N/A     ,58174069,16:45.2,,9003
477,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1647,RIVAROX 15MG FC TAB 20S                                     ,1,1,20s       ,524.74,524.74,91.305,10.49,524.74,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,1.99909,0,3,N/A     ,N/A     ,58174070,16:45.2,,8001
478,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1220,SIDOPLUS 25MG TAB 40S                                       ,1,1,40s       ,157.42,157.42,27.391,3.15,157.42,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00102,0,3,N/A     ,N/A     ,58174072,16:45.2,,9001
479,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1682,SIDOPLUS 50MG TAB 50S                                       ,1,1,50s       ,224.89,224.89,39.13,4.5,224.89,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,58174073,16:45.2,,9010
480,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1729,SITAZID M 50 500 TAB 20S                                    ,1,2,20s       ,209.9,419.8,36.52,8.4,419.8,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00095,0,3,N/A     ,N/A     ,58174074,16:45.2,,9002
481,1,SKINV410-278518       ,90000015277,Shuvo Dip Pharmacy,SKINV410-278518       ,20190630,20190630,8045,1467,TIBONOR 2.5MG TAB 30S                                       ,1,1,30s       ,449.78,449.78,78.262,9,449.78,41020,42494,CCK11,KB10,KB,SKF,N/A,Heraj Market,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH410-283906        ,20190630,CREDIT,0,KHLSKF,C         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,58174075,16:45.2,,9002
482,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,17152,1528,LENOR 2.5MG TAB 10S                                         ,1,1,10s       ,299.85,299.85,52.174,3,299.85,34021,42647,CCB45,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,C         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58214407,16:45.2,,0O901
483,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,6611,1765,LULIZOL 10GM CREAM                                          ,1,1,10gm      ,74.96,74.96,13.04,0.75,74.96,34021,42647,DT51,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,A         ,Regular Discount    ,1.00053,0,3,N/A     ,N/A     ,58214408,16:45.2,,9027
484,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,6611,1152,MYCOFIN CREAM 5GM                                           ,1,1,5gm       ,37.48,37.48,6.522,0.37,37.48,34021,42647,DT51,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,A         ,Regular Discount    ,0.98719,0,3,N/A     ,N/A     ,58214409,16:45.2,,9005
485,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,17152,1550,RIVAROX 10MG TAB 20S                                        ,1,1,20s       ,374.81,374.81,65.217,3.75,374.81,34021,42647,CCB45,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,C         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,58214410,16:45.2,,9004
486,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,6611,1131,ROXIM 50ML SUS                                              ,1,1,50ml      ,157.42,157.42,27.391,1.57,157.42,34021,42647,DT51,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,A         ,Regular Discount    ,0.99733,0,3,N/A     ,N/A     ,58214411,16:45.2,,9041
487,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,8828,1434,TOPIBET CL OINTMENT 10GM TUBE                               ,1,3,10gm      ,22.49,67.47,3.913,0.67,67.47,34021,42647,DT51,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,B         ,Regular Discount    ,0.99303,0,3,N/A     ,N/A     ,58214412,16:45.2,,9007
488,1,SKINV340-315748       ,34091101195,Saidpur Pharmacy,SKINV340-315748       ,20190630,20190630,6611,1595,UROKIT PLUS ORAL SOL 200ML                                  ,1,2,200ml     ,149.93,299.86,26.088,3,299.86,34021,42647,DT51,DT50,DT,SKF,N/A,Saidpur Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497838        ,20190630,CASH  ,0,DNJSKF,A         ,Regular Discount    ,1.00047,0,3,N/A     ,N/A     ,58214413,16:45.2,,9015
489,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,8828,1576,FLUCLOXIN 500MG CAP 40S                                     ,1,10,40s       ,314.84,3148.4,54.782,0,3148.4,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,B         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,58214414,16:45.2,SC-2019-03-10809,9014
490,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,8828,1576,FLUCLOXIN 500MG CAP 40S                                     ,0,1,40s       ,0,0,0,0,0,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,B         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,58214415,16:45.2,SC-2019-03-10809,9014
491,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,8828,1427,ZITHROX 500MG TAB 12S                                       ,0,1,12s       ,0,0,0,0,0,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,B         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,58214417,16:45.2,SC-2019-03-10808,9006
492,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,8828,1009,FLUCLOXIN SUS 100ML                                         ,1,10,100ml     ,45.73,457.3,7.957,0,457.3,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,B         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,58214418,16:45.2,SC-2019-03-10809,9020
493,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,8828,1009,FLUCLOXIN SUS 100ML                                         ,0,1,100ml     ,0,0,0,0,0,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,B         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,58214419,16:45.2,SC-2019-03-10809,9020
494,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,8828,1780,ESORAL 20MG CAP CONTAINER 30S                               ,1,1,30s       ,157.42,157.42,27.39,0,157.42,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,B         ,-                   ,0,0,3,N/A     ,N/A     ,58214420,16:45.2,,9001
495,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,6611,1609,PG 25MG CAP 24S                                             ,1,1,24s       ,143.93,143.93,25.044,0,143.93,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,A         ,-                   ,0,0,3,N/A     ,N/A     ,58214421,16:45.2,,0O901
496,1,SKINV340-315605       ,34091113529,Shanti Pharmacy,SKINV340-315605       ,20190630,20190630,6611,1759,ROXIM 400MG CAP 10S                                         ,1,1,10s       ,374.81,374.81,65.22,0,374.81,34021,42647,DT51,DT50,DT,SKF,N/A,Chowra Bazer Dt51B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-497670        ,20190630,CASH  ,0,DNJSKF,A         ,-                   ,0,0,3,N/A     ,N/A     ,58214422,16:45.2,,9005
497,1,SKINV140-272093       ,90000019256,Badol Medicine Centre,SKINV140-272093       ,20190630,20190630,16120,1633,ETORIX 60MG TAB 50S                                         ,1,1,50s       ,262.37,262.37,45.652,0,262.37,140032,42647,MS84,MS80,MS,SKF,N/A,Nakla,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH140-278251        ,20190630,CASH  ,0,MYMSKF,Z         ,-                   ,0,0,3,N/A     ,N/A     ,58254611,16:45.2,,8005
498,1,SKINV140-272093       ,90000019256,Badol Medicine Centre,SKINV140-272093       ,20190630,20190630,16120,1749,TUFNIL 200MG TAB 50S                                        ,1,1,50s       ,374.82,374.82,65.22,0,374.82,140032,42647,MS84,MS80,MS,SKF,N/A,Nakla,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH140-278251        ,20190630,CASH  ,0,MYMSKF,Z         ,-                   ,0,0,3,N/A     ,N/A     ,58254612,16:45.2,,9036
499,1,SKINV140-272093       ,90000019256,Badol Medicine Centre,SKINV140-272093       ,20190630,20190630,16120,1472,ZOFRA ODT 8MG TAB 30S                                       ,1,1,30s       ,224.89,224.89,39.131,0,224.89,140032,42647,MS84,MS80,MS,SKF,N/A,Nakla,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH140-278251        ,20190630,CASH  ,0,MYMSKF,Z         ,-                   ,0,0,3,N/A     ,N/A     ,58254613,16:45.2,,9032
500,1,SKINV610-312348       ,61041000498,Liton Pharmacy,SKINV610-312348       ,20190630,20190630,6049,1219,OSTOCAL D TAB 500MG 30S                                     ,1,10,30s       ,157.42,1574.2,27.39,15.74,1574.2,610024,42647,SB64,SB60,SB,SKF,N/A,Goala Bazar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH610-352511        ,20190630,CASH  ,0,SYLSKF,B         ,Regular Discount    ,0.99987,0,3,N/A     ,N/A     ,58254614,16:45.2,,9069
501,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1663,ESORAL 20MG TAB 112S                                        ,1,1,112s      ,419.79,419.79,73.04,4.2,419.79,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58254615,16:45.2,,9014
502,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1576,FLUCLOXIN 500MG CAP 40S                                     ,1,1,40s       ,314.84,314.84,54.782,3.15,314.84,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,58254616,16:45.2,,9013
503,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1009,FLUCLOXIN SUS 100ML                                         ,1,2,100ml     ,45.73,91.46,7.957,0.91,91.46,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,0.99497,0,3,N/A     ,N/A     ,58254617,16:45.2,,9022
504,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1511,GASTID 200ML SUS                                            ,1,1,200ml     ,82.46,82.46,14.35,0.82,82.46,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,0.99442,0,3,N/A     ,N/A     ,58254618,16:45.2,,9027
505,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1652,KEFUCLAV 250MG TAB 16S                                      ,1,1,16s       ,359.82,359.82,62.61,3.6,359.82,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58254619,16:45.2,,9007
506,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1131,ROXIM 50ML SUS                                              ,1,1,50ml      ,157.42,157.42,27.391,1.57,157.42,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,0.99733,0,3,N/A     ,N/A     ,58254620,16:45.2,,9050
507,1,SKINV620-283337       ,62020003082,Central Pharmacy,SKINV620-283337       ,20190630,20190630,1652,1749,TUFNIL 200MG TAB 50S                                        ,1,1,50s       ,374.82,374.82,65.22,3.75,374.82,620042,42647,MH84,MH80,MH,SKF,N/A,Saistagonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH620-294523        ,20190630,CASH  ,0,MLVSKF,Z         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,58254621,16:45.2,,9043
508,1,SKINV420-363032       ,42011137715,Sharifa Pharmacy,SKINV420-363032       ,20190630,20190630,16636,1783,BILTIN 20MG TAB 20S                                         ,1,1,20s       ,224.89,224.89,39.13,2.25,224.89,420025,42647,FG13,FG10,FG,SKF,N/A,Purapara,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-376734        ,20190630,CASH  ,0,FRDSKF,A         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,58254622,16:45.2,,9002
509,1,SKINV420-363032       ,42011137715,Sharifa Pharmacy,SKINV420-363032       ,20190630,20190630,16636,1765,LULIZOL 10GM CREAM                                          ,1,1,10gm      ,74.96,74.96,13.04,0.75,74.96,420025,42647,FG13,FG10,FG,SKF,N/A,Purapara,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-376734        ,20190630,CASH  ,0,FRDSKF,A         ,Regular Discount    ,1.00053,0,3,N/A     ,N/A     ,58254624,16:45.2,,9031
510,1,SKINV420-363032       ,42011137715,Sharifa Pharmacy,SKINV420-363032       ,20190630,20190630,16636,1014,NAPROX TAB 250MG 50S                                        ,1,1,50s       ,262.37,262.37,45.65,2.62,262.37,420025,42647,FG13,FG10,FG,SKF,N/A,Purapara,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-376734        ,20190630,CASH  ,0,FRDSKF,A         ,Regular Discount    ,0.99859,0,3,N/A     ,N/A     ,58254625,16:45.2,,9004
511,1,SKINV420-363032       ,42011137715,Sharifa Pharmacy,SKINV420-363032       ,20190630,20190630,11989,1661,REELIFE TABLET 40S                                          ,1,1,40s       ,239.88,239.88,41.74,2.4,239.88,420025,42647,FG13,FG10,FG,SKF,N/A,Purapara,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-376734        ,20190630,CASH  ,0,FRDSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58254626,16:45.2,,9016
512,1,SKINV120-712567       ,12010503612,Al Khidma Pharmacy,SKINV120-712567       ,20190701,20190701,7636,1765,LULIZOL 10GM CREAM                                          ,1,2,10gm      ,74.96,149.92,13.04,1.5,149.92,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005929       ,20190701,CASH  ,0,MHKSKF,A         ,Regular Discount    ,1.00053,0,3,N/A     ,N/A     ,58358347,16:36.4,,9033
513,1,SKINV120-712567       ,12010503612,Al Khidma Pharmacy,SKINV120-712567       ,20190701,20190701,16903,1508,MILAM 7.5MG TAB 40S                                         ,1,1,40s       ,299.85,299.85,52.174,3,299.85,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005929       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58358348,16:36.4,,9019
514,1,SKINV120-712567       ,12010503612,Al Khidma Pharmacy,SKINV120-712567       ,20190701,20190701,16903,1170,NORIUM 5MG TAB 100S                                         ,1,1,100s      ,262.37,262.37,45.652,2.62,262.37,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005929       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,0.99859,0,3,N/A     ,N/A     ,58358349,16:36.4,,9004
515,1,SKINV120-712567       ,12010503612,Al Khidma Pharmacy,SKINV120-712567       ,20190701,20190701,7636,1534,OSTOCAL JR 250MG TAB 30S                                    ,1,2,30s       ,67.47,134.94,11.74,1.35,134.94,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005929       ,20190701,CASH  ,0,MHKSKF,A         ,Regular Discount    ,1.00044,0,3,N/A     ,N/A     ,58358350,16:36.4,,9010
516,1,SKINV120-712567       ,12010503612,Al Khidma Pharmacy,SKINV120-712567       ,20190701,20190701,16903,1749,TUFNIL 200MG TAB 50S                                        ,1,1,50s       ,374.82,374.82,65.22,3.75,374.82,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005929       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,58358351,16:36.4,,9040
517,1,SKINV110-675625       ,11013135833,Adar Pharmacy,SKINV110-675625       ,20190701,20190701,11720,1500,AGGRA 100MG TAB 4S                                          ,1,3,4s        ,149.93,449.79,26.088,0,449.79,110030,42494,DD13,DD10,DD,SKF,N/A,Azimpur,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-919774        ,20190701,CASH  ,0,MOTSKF,A         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,58358352,16:36.4,SC-2018-03-10648,0O901
518,1,SKINV110-675625       ,11013135833,Adar Pharmacy,SKINV110-675625       ,20190701,20190701,11720,1500,AGGRA 100MG TAB 4S                                          ,0,1,4s        ,0,0,0,0,0,110030,42494,DD13,DD10,DD,SKF,N/A,Azimpur,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-919774        ,20190701,CASH  ,0,MOTSKF,A         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,58358353,16:36.4,SC-2018-03-10648,0O901
519,1,SKINV110-675625       ,11013135833,Adar Pharmacy,SKINV110-675625       ,20190701,20190701,16091,1526,VISOMOX 5ML OPT SOL                                         ,1,2,5ml       ,104.95,209.9,18.26,0,209.9,110030,42494,CCD33,DD10,DD,SKF,N/A,Azimpur,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-919774        ,20190701,CASH  ,0,MOTSKF,C         ,-                   ,0,0,3,N/A     ,N/A     ,58358354,16:36.4,,9003
520,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,16903,1632,ETORIX 120MG TAB 30S                                        ,1,1,30s       ,314.84,314.84,54.782,3.15,314.84,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,58358355,16:36.4,,9021
521,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,16903,1508,MILAM 7.5MG TAB 40S                                         ,1,1,40s       ,299.85,299.85,52.174,3,299.85,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58358356,16:36.4,,9019
522,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,16903,1337,NORIUM 10MG TAB 60S                                         ,1,1,60s       ,224.89,224.89,39.131,2.25,224.89,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,58358357,16:36.4,,9007
523,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,7636,1067,ORADIN 10MG TAB 100S                                        ,1,1,100s      ,299.85,299.85,52.174,3,299.85,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,A         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58358358,16:36.4,,0O801
524,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,16903,1746,TOJAK 5MG TAB 10S                                           ,1,1,10s       ,359.82,359.82,62.61,3.6,359.82,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58358359,16:36.4,,0O901
525,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,16903,1749,TUFNIL 200MG TAB 50S                                        ,1,1,50s       ,374.82,374.82,65.22,3.75,374.82,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,B         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,58358360,16:36.4,,9040
526,1,SKINV120-712594       ,12010139816,Nasir Drug House,SKINV120-712594       ,20190701,20190701,7636,1240,XINC B SYP 100ML                                            ,1,4,100ml     ,41.23,164.92,7.17,1.65,164.92,120081,42494,UM33,UM30,UM,SKF,N/A,Uttara,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH120-1005956       ,20190701,CASH  ,0,MHKSKF,A         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,58358361,16:36.4,,9015
